"Name","City (HappyCow)","County","Veg Type","Status","Address","Phone","Website","HappyCow URL","Review Count","Description","In App","App Name"
"Freddo","Coral Gables","Miami / Dade County","Vegan","Open","176 Giralda Ave, Coral Gables, Florida, USA, 33134","","https://freddo.com/","https://www.happycow.net/reviews/freddo-coral-gables-369453","","Dairy-free ice cream or gelato Freddo - Coral Gables in Coral Gables, Florida, USA has not been reviewed yet. Consider sharing your experience with Happycow's vegan & vegetarian community by writing the first review!","No",""
"Macondo Coffee Roasters","Coral Gables","Miami / Dade County","Vegan","Closed","205 Aragon Ave, Coral Gables, Florida, USA, 33134","+1-786-542-9746","https://macondocoffee.com/","https://www.happycow.net/reviews/macondo-coffee-roasters-coral-gables-329335","4","Reviews of vegan-friendly coffee / tea shop Macondo Coffee Roasters in Coral Gables, Florida, USA 'Great place, beautiful atmosphere, but I would consider what goes into the app with “some vegan options”. From my point, at least 25% of'","No",""
"Morelia Gourmet Paletas","Coral Gables","Miami / Dade County","Vegan","Open","76 Miracle Mile, Coral Gables, Florida, USA, 33134","+1-305-456-1306","https://www.paletasmorelia.com/","https://www.happycow.net/reviews/morelia-coral-gables-165287","4","Reviews of dairy-free ice cream or gelato Morelia Gourmet Paletas in Coral Gables, Florida, USA","No",""
"Raw Juce","Coral Gables","Miami / Dade County","Vegan","Closed","112 Madruga Ave , Coral Gables, Florida, USA, 33146","+1-305-671-3331","http://rawjuce.com/","https://www.happycow.net/reviews/raw-juce-coral-gables-197450","3","Reviews of juice and smoothie bar Raw Juce in Coral Gables, Florida, USA","No",""
"Say Tea & Smile","Coral Gables","Miami / Dade County","Vegan","Closed","86 Miracle Mile, Coral Gables, Florida, USA, 33134","+1-305-960-7815","http://www.sayteasmile.com/","https://www.happycow.net/reviews/say-tea-smile-coral-gables-306305","1","Reviews of vegan-friendly coffee / tea shop Say Tea & Smile in Coral Gables, Florida, USA 'First, when you walk in the place, the smell is AMAZING! The tapioca in the air creates the best aroma! The tea is so refreshing on a hot night! The'","No",""
"Sun Juice","Coral Gables","Miami / Dade County","Vegan","Unknown","1405 Sunset Dr, Coral Gables, Florida, USA, 33143","+1-305-667-1555","https://leafletjs.com/","https://www.happycow.net/reviews/sun-juice-coral-gables-183226","","Juice and smoothie bar Sun Juice in Coral Gables, Florida, USA has not been reviewed yet. Consider sharing your experience with Happycow's vegan & vegetarian community by writing the first review!","No",""
"Whole Foods Market","Coral Gables","Miami / Dade County","Vegan","Open","6701 Red Rd, Coral Gables, Florida, USA, 33143","+1-305-421-9421","https://d1mvj2ulps5lli.cloudfront.net/venues/1024/41/73/chain41_73_1528845124.jpeg","https://www.happycow.net/reviews/whole-foods-market-coral-gables-13977","4","Reviews of health food store Whole Foods Market in Coral Gables, Florida, USA","No",""
"Anthony's Coal Fired Pizza","Doral","Miami / Dade County","Vegan","Open","2801 Northwest 87th Ave, Doral, Florida, USA, 33172","+1-305-718-8499","https://acfp.com/location/doral","https://www.happycow.net/reviews/anthonys-coal-fired-pizza-doral-270478","1","Reviews of vegan-friendly restaurant Anthony's Coal Fired Pizza in Doral, Florida, USA 'Get the Eggplant Marino pizza, crust isnt vegan so go for the gluten-free crust, and ask for no cheese. They only have vegan/gluten-free crust for the'","No",""
"Shoma Bazaar","Doral","Miami / Dade County","Vegan","Open","9420 Northwest 41st Street, Doral, Florida, USA, 33178","+1-786-410-4700","https://shomabazaar.com/","https://www.happycow.net/reviews/shoma-bazaar-doral-474324","1","Reviews of vegan-friendly restaurant Shoma Bazaar in Doral, Florida, USA","No",""
"Smoothie Spot","Doral","Miami / Dade County","Vegan","Open","8351 NW 12th St (at Beacon Centre), Doral, Florida, USA, 33126","+1-305-387-9886","https://smoothiespotmiami.com/","https://www.happycow.net/reviews/smoothie-spot-doral-333515","","Vegan-friendly restaurant Smoothie Spot in Doral, Florida, USA has not been reviewed yet. Consider sharing your experience with Happycow's vegan & vegetarian community by writing the first review!","No",""
"Taco Rico","Doral","Miami / Dade County","Vegan-Friendly","Open","8688 NW 13 Ter (at NW 87th Ave), Doral, Florida, USA, 33126","+1-786-331-4100","http://www.tacoricotmc.com/","https://www.happycow.net/reviews/taco-rico-doral-87697","5","Reviews of vegan-friendly restaurant Taco Rico in Doral, Florida, USA","No",""
"Talkin' Tacos","Doral","Miami / Dade County","Vegetarian","Open","7586 NW 104th Ave, Unit G-103, Doral, Florida, USA, 33178","+1-786-692-6906","https://talkintacos.net/","https://www.happycow.net/reviews/talkin-tacos-doral-397676","","Vegan-friendly restaurant Talkin' Tacos in Doral, Florida, USA has not been reviewed yet. Consider sharing your experience with Happycow's vegan & vegetarian community by writing the first review!","No",""
"Tropical Smoothie Cafe","Doral","Miami / Dade County","Vegan","Closed","2000 NW 87th Ave Suite #2, Doral, Florida, USA, 33172","+1-786-331-3960","https://d1mvj2ulps5lli.cloudfront.net/venues/1024/13/41/chain134_175_1539722854.jpeg","https://www.happycow.net/reviews/tropical-smoothie-cafe-doral-303223","","Vegan-friendly restaurant Tropical Smoothie Cafe in Doral, Florida, USA has not been reviewed yet. Consider sharing your experience with Happycow's vegan & vegetarian community by writing the first review!","No",""
"Bangkok Cuisine","Homestead","Miami / Dade County","Vegan-Friendly","Open","45 N Homestead Blvd, Homestead, Florida, USA, 33030","+1-305-248-6611","https://www.bangkokcuisinemiami.com/","https://www.happycow.net/reviews/bangkok-cuisine-homestead-324297","4","Reviews of vegan-friendly restaurant Bangkok Cuisine in Homestead, Florida, USA 'Always love a good tofu and veggie dish. Did the twice cooked tofu: it was good! I was wondering about the lack of tofu throughout the menu but there’s a'","No",""
"La Cruzada Restaurant","Homestead","Miami / Dade County","Vegan","Open","331 Park Pl, Homestead, Florida, USA, 33030","+1-305-242-6240","https://leafletjs.com/","https://www.happycow.net/reviews/la-cruzada-restaurant-homestead-383792","2","Reviews of vegan-friendly restaurant La Cruzada Restaurant in Homestead, Florida, USA 'They have a separate vegetarian/ vegan menu so make sure to ask for that. Dishes can me easily made vegan by holding off the cheese and sour cream.'","No",""
"Peking House","Homestead","Miami / Dade County","Vegan-Friendly","Open","899 N Homestead Blvd, Homestead, Florida, USA, 33030","+1-305-248-2270","http://www.pekinghouse2018.com/","https://www.happycow.net/reviews/peking-house-homestead-126148","3","Reviews of vegan-friendly restaurant Peking House in Homestead, Florida, USA 'I looked at the menu and talked to the woman at the front and she said that they have nothing that is vegan or could be made vegan.'","No",""
"Sake Thai & Sushi Bar","Homestead","Miami / Dade County","Vegan-Friendly","Closed","650 NE 22nd Terrace Ste 102-104, Homestead, Florida, USA, 33033","+1-305-247-1003","https://www.sakethaihomestead.com/","https://www.happycow.net/reviews/sake-thai-and-sushi-bar-homestead-342221","1","Reviews of vegan-friendly restaurant Sake Thai & Sushi Bar in Homestead, Florida, USA 'The sushi was good, I needed to add some soy sauce to increase flavors. '","No",""
"Yardie Spice","Homestead","Miami / Dade County","Vegetarian","Closed","225 S Krome Ave, Homestead, Florida, USA, 330","+1-786-349-5138","https://leafletjs.com/","https://www.happycow.net/reviews/yardie-spice-homestead-79274","55","Reviews of vegan-friendly restaurant Yardie Spice in Homestead, Florida, USA 'Yardie Spice is a fantastic choice for vegans, with a large portion of the menu devoted to vegan fare. Restaurant is cozy, with a chill, groovy vibe. JP and'","Yes","Yardie Spice"
"Fruit and Spice Park","Homestead","Miami / Dade County","Vegan","Closed","24801 SW 187th Ave, Homestead, Florida, USA, 33031","+1-305-247-5727","https://www.redlandfruitandspice.com/events/?fbclid=PAAaZ5X-8eE_mmNnvH_5GrzxYGqgiiMBkbSb4UXh6iOk4a1t_JdUlqsiWwHzA","https://www.happycow.net/reviews/fruit-and-spice-park-homestead-23063","11","Reviews of vegan-friendly Fruit and Spice Park in Homestead, Florida, USA","No",""
"Robert is Here","Homestead","Miami / Dade County","Vegan","Closed","19200 SW 344th St, Homestead, Florida, USA, 33034","+1-305-246-1592","http://www.robertishere.com/","https://www.happycow.net/reviews/robert-is-here-homestead-54095","42","Reviews of farmers% market Robert is Here in Homestead, Florida, USA 'Thank you thank you thank you ','We stop here whenever we travel to the Miami area and'","No",""
"Serendib Tropical Fruit Farm","Homestead","Miami / Dade County","Vegan","Closed","SW 197th Ave, 25495, Homestead, Florida, USA, 33031","+1-305-323-8159","http://www.serendibfruits.com/","https://www.happycow.net/reviews/serendib-tropical-fruit-farm-homestead-231820","1","Reviews of farmers% market Serendib Tropical Fruit Farm in Homestead, Florida, USA","No",""
"Splurge Juice Bar and Cafe","Hialeah","Miami / Dade County","Vegan","Closed","18505 NW 75th Pl Unit 119, Hialeah, Florida, USA, 33015","+1-786-857-6969","http://www.splurgejuicebar.com/","https://www.happycow.net/reviews/splurge-juice-bar-and-cafe-hialeah-70997","21","Reviews of vegan restaurant Splurge Juice Bar and Cafe in Hialeah, Florida, USA 'Love the options of the empanadas and sweets they outsource from different vegan spots. Their shakes are okay. And food sometimes lacks flavor. But the AVOCADO'","No",""
"Chipotle","Hialeah","Miami / Dade County","Vegan","Open","405 W 49th St, Hialeah, Florida, USA, 33012","+1-305-512-4114","https://www.chipotle.com/","https://www.happycow.net/reviews/chipotle-hialeah-129151","2","Reviews of vegan-friendly restaurant Chipotle - 49th St in Hialeah, Florida, USA","No",""
"Chipotle","Hialeah","Miami / Dade County","Vegan","Open","18461 NW 67th Ave, Hialeah, Florida, USA, 33015","+1-305-558-4282","https://d1mvj2ulps5lli.cloudfront.net/venues/1024/20/43/chain20_43_1528698783.jpeg","https://www.happycow.net/reviews/chipotle-hialeah-129147","1","Reviews of vegan-friendly restaurant Chipotle - 67th Ave in Hialeah, Florida, USA","No",""
"Chipotle","Hialeah","Miami / Dade County","Vegan","Open","7925 W Hialeah Gardens Blvd, Suite 1, Hialeah, Florida, USA, 33018","+1-305-982-8050","https://d1mvj2ulps5lli.cloudfront.net/venues/1024/20/43/chain20_43_1528698783.jpeg","https://www.happycow.net/reviews/chipotle-hialeah-129150","","Vegan-friendly restaurant Chipotle - Hialeah Gardens Blvd in Hialeah, Florida, USA has not been reviewed yet. Consider sharing your experience with Happycow's vegan & vegetarian community by writing the first review!","No",""
"Diced","Hialeah","Miami / Dade County","Vegan","Open","7425 Miami Lakes Dr, Hialeah, Florida, USA, 33014","+1-305-961-1032","https://dicedfood.com/locations/FL/diced-miami-lakes/33014","https://www.happycow.net/reviews/diced-hialeah-277547","1","Reviews of vegan-friendly restaurant Diced in Hialeah, Florida, USA 'Had a vegan bowl (listed under favorites by the counter). It was good. I think it could be tweaked a little bit to make it even better but over all it was good. After all I'","Yes","Diced"
"First Watch","Hialeah","Miami / Dade County","Vegetarian","Closed","16935 NW 67th Ave, Hialeah, Florida, USA, 33015","+1-786-785-8600","https://d1mvj2ulps5lli.cloudfront.net/venues/1024/28/33/chain283_331_1569261526.jpeg","https://www.happycow.net/reviews/first-watch-hialeah-332520","","Vegan-friendly restaurant First Watch in Hialeah, Florida, USA has not been reviewed yet. Consider sharing your experience with Happycow's vegan & vegetarian community by writing the first review!","No",""
"Quinoa Connection","Hialeah","Miami / Dade County","Vegan","Closed","134 Hialeah Dr, Hialeah, Florida, USA, 33010","+1-305-704-7408","http://www.quinoa-connection.com/","https://www.happycow.net/reviews/quinoa-connection-hialeah-166475","4","Reviews of vegan-friendly restaurant Quinoa Connection in Hialeah, Florida, USA 'This is an unassuming place in a strip mall. However, it provides a five star experience that is not to be missed! Donald, the owner, is very welcoming and'","No",""
"Smoothie Spot","Hialeah","Miami / Dade County","Vegan","Open","3520 W 18th Ave, Hialeah, Florida, USA, 33012","+1-786-294-0921","https://smoothiespotmiami.com/","https://www.happycow.net/reviews/smoothie-spot-hialeah-333516","","Vegan-friendly restaurant Smoothie Spot in Hialeah, Florida, USA has not been reviewed yet. Consider sharing your experience with Happycow's vegan & vegetarian community by writing the first review!","No",""
"BoricuaLay","Hialeah","Miami / Dade County","Vegan","Unknown","Hialeah area, Hialeah, Florida, USA","+1-786-233-0523","http://www.boricualayvegan.com/","https://www.happycow.net/reviews/boricualay-hialeah-196100","10","Reviews of vegan-friendly catering service BoricuaLay in Hialeah, Florida, USA 'How we look at ourselves '","No",""
"Gaia's Grub","Hialeah","Miami / Dade County","Vegan","Closed","2261 W 52nd St, Hialeah, Florida, USA, 33016","+1-786-641-8900","https://leafletjs.com/","https://www.happycow.net/reviews/gaias-grub-hialeah-265387","","Vegan-friendly farmer%s market vendor Gaia's Grub in Hialeah, Florida, USA has not been reviewed yet. Consider sharing your experience with Happycow's vegan & vegetarian community by writing the first review!","No",""
"In Your Face Delights","Hialeah","Miami / Dade County","Vegan","Closed","134 Hialeah Dr, Ste A, Hialeah, Florida, USA, 33010","+1-305-704-7408","http://www.inyourfacedelights.com/","https://www.happycow.net/reviews/in-your-face-delights-hialeah-333520","","Vegan bakery In Your Face Delights in Hialeah, Florida, USA has not been reviewed yet. Consider sharing your experience with Happycow's vegan & vegetarian community by writing the first review!","No",""
"HelaoMelao","Hialeah","Miami / Dade County","Vegan","Closed","13115 W Okeechobee Rd No 113, Hialeah, Florida, USA, 33018","+1-305-994-4090","http://www.helaomelao.com/","https://www.happycow.net/reviews/helaomelao-hialeah-225170","","Dairy-free ice cream or gelato HelaoMelao in Hialeah, Florida, USA has not been reviewed yet. Consider sharing your experience with Happycow's vegan & vegetarian community by writing the first review!","No",""
"Pure Green","Hialeah","Miami / Dade County","Vegan-Friendly","Closed","18441 NW 67th Ave, Hialeah, Florida, USA, 33015","+1-787-828-7996","https://www.ubereats.com/store/pure-green-juice-and-smoothies-miami-lakes/l-trVlrkWmu7UYZ1zYj-OQ","https://www.happycow.net/reviews/pure-green-juice-bar-hialeah-489896","","Juice and smoothie bar Pure Green - Juice Bar Miami Lakes in Hialeah, Florida, USA has not been reviewed yet. Consider sharing your experience with Happycow's vegan & vegetarian community by writing the first review!","No",""
"Bolay","Miami Lakes","Miami / Dade County","Vegan","Open","15141 NW 67th Ave, Miami Lakes, Florida, USA, 33014","+1-786-409-0500","http://www.bolay.com/","https://www.happycow.net/reviews/bolay-miami-lakes-197279","2","Reviews of vegan-friendly restaurant Bolay in Miami Lakes, Florida, USA 'The board is layed out showing all the vegan ingredients...easy to create a good bowl. '","Yes","Bolay"
"Naked Farmer","Coral Gables","Miami / Dade County","","Unknown","","","https://www.eatnakedfarmer.com/coral-gables-giralda-ave","https://www.happycow.net/reviews/naked-farmer-coral-gables-369454","","Reviews of vegan-friendly restaurant Naked Farmer  in Coral Gables, Florida, USA 'Seems like they have a few different vegan options for a byoBowl. I did broc, mushrooms, sweet pots, and a faro n brown rice 50/50 base. All their dressings'","No",""
"Mazza Pizzeria","Doral","Miami / Dade County","Vegan","Unknown","4261 NW 107th Ave, Doral, Florida, USA, 33178","+1-786-637-2829","https://www.mazzapizzeriamenu.com/","https://www.happycow.net/reviews/mazza-pizzeria-doral-111237","1","Reviews of vegan-friendly restaurant Mazza Pizzeria in Doral, Florida, USA 'Two people work here. A girl taking orders didnt know what vegan options are. Owner was confused and said he cannot enter the vegan, organic and non-gmo market'","No",""
"Sano Food","Doral","Miami / Dade County","Vegan","Open","10712 NW 74th St, Doral, Florida, USA, 33178","+1-786-870-5743","https://sanofood.com/","https://www.happycow.net/reviews/sano-food-doral-333514","1","Reviews of vegan-friendly restaurant Sano Food in Doral, Florida, USA 'Mother and daughter dinner date aka Vegetarian and Vegan happy customers because food was delicious and service was sweet! Wish there were more vegan options rather than'","No",""
"Healthy Kitchen 33 & Baba Hhokry","Florida City","Miami / Dade County","Vegan-Friendly","Open","417 SE 1st Ave, Florida City, Florida, USA, 33034","+1-786-446-7375","http://healthykitchen33.com/","https://www.happycow.net/reviews/healthy-kitchen-thirty-three-baba-shokry-florida-city-431290","7","Reviews of vegan-friendly restaurant Healthy Kitchen 33 & Baba Hhokry in Florida City, Florida, USA 'The staff is not educated on what a gluten allergy and cross contamination is. They do have vegan items and my parents who are meat eaters'","No",""
"Sweet Delights Bakery","Florida City","Miami / Dade County","Vegan","Closed","1485 NE First Ave, Florida City, Florida, USA, 33034","+1-786-339-9790","https://sweetdelightsbakeryinc.com/","https://www.happycow.net/reviews/sweet-delights-bakery-florida-city-360370","1","Reviews of vegan bakery Sweet Delights Bakery - Key Lime Pies in Florida City, Florida, USA","No",""
"SoBe Vegan","Fort Lauderdale","Broward County","Vegan","Closed","401 N Fort Lauderdale Beach Blvd, Fort Lauderdale, Florida, USA, 33304","+1-954-368-4640","https://sobev.com/","https://www.happycow.net/reviews/sobe-vegan-ft-lauderdale-202773","270","Reviews of vegan restaurant SoBe Vegan in Fort Lauderdale, Florida, USA 'SoBe Vegan is such a gem by the beach. Their mushroom sandwich is absolutely delicious. 🥰'","Yes","SoBe Vegan"
"Blue Tree Cafe Vegan Soul Food","Fort Lauderdale","Broward County","Vegan","Closed","612 NW 9th Ave, Bay A, Fort Lauderdale, Florida, USA, 33311","+1-754-206-3098","https://www.bluetreecafe.com/","https://www.happycow.net/reviews/blue-tree-cafe-fort-lauderdale-325664","25","Reviews of vegan restaurant Blue Tree Cafe Vegan Soul Food - Cloud Kitchen in Fort Lauderdale, Florida, USA 'Arriving at 20 minutes before closing time, and they had everything available except for Mac and cheese. '","Yes","Blue Tree Cafe"
"Funky Love","Fort Lauderdale","Broward County","Vegan","Closed","1436 N Federal Hwy, Fort Lauderdale, Florida, USA, 33304","","https://leafletjs.com/","https://www.happycow.net/reviews/funky-love-fort-lauderdale-390054","5","Reviews of vegan restaurant Funky Love in Fort Lauderdale, Florida, USA","No",""
"Leaves & Roots Lounge","Fort Lauderdale","Broward County","Vegan","Closed","1231 NE 9th Ave, Fort Lauderdale, Florida, USA, 33304","+1-954-306-6406","https://leafletjs.com/","https://www.happycow.net/reviews/leaves-and-roots-lounge-fort-lauderdale-162567","15","Reviews of vegan restaurant Leaves & Roots Lounge in Fort Lauderdale, Florida, USA 'Great place if youve never tried kava, everything explained by friendly staff! The food consists of hot dogs and reheated empanadas - absolutely fine for a'","No",""
"Oh So You're Vegan","Fort Lauderdale","Broward County","Vegan","Unknown","612 NW 9th Ave Bay A (at Blue Tree Cafe Vegan Soul Food), Fort Lauderdale, Florida, USA, 33311","+1-407-755-3651","https://ohsoyourvegan.com/","https://www.happycow.net/reviews/oh-so-youre-vegan-fort-lauderdale-471922","3","Reviews of vegan restaurant Oh So You're Vegan - Cloud Kitchen in Fort Lauderdale, Florida, USA 'Owner was super nice. Food was delicious. If I lived here I would go here weekly. And I didn’t pay a million dollars!!! I smashed two sliders,'","No",""
"Stephanie's Vegan Bakery + Cafe","Fort Lauderdale","Broward County","Vegan","Closed","1436 N Federal Hwy, Fort Lauderdale, Florida, USA, 33304","+1-954-368-5596","https://www.stephaniesveganbakery.com/","https://www.happycow.net/reviews/stephanies-vegan-bakery-plus-cafe-fort-lauderdale-288780","88","Reviews of vegan restaurant Stephanie's Vegan Bakery + Cafe in Fort Lauderdale, Florida, USA 'I docked a star because my heated empanada was cold on the inside. I would have asked for it to be further warmed but had already taken a bite.'","No",""
"Vegan Delights","Fort Lauderdale","Broward County","Vegan","Closed","1115 NE 9th Ave, Unit 104, Fort Lauderdale, Florida, USA, 33304","+1-954-848-4116","https://leafletjs.com/","https://www.happycow.net/reviews/vegan-delights-fort-lauderdale-456458","18","Reviews of vegan restaurant Vegan Delights - Cloud Kitchen in Fort Lauderdale, Florida, USA 'Excellent! We did delivery, and somehow the warm ones were still warm when we got them. The chocolate cigars, guava cheese, buffalo chicken, and'","Yes","Vegan Delights"
"Chipotle","Homestead","Miami / Dade County","Vegan","Open","2500 NE 10th CT, Homestead, Florida, USA, 33033","+1-305-245-5131","https://d1mvj2ulps5lli.cloudfront.net/venues/1024/20/43/chain20_43_1528698783.jpeg","https://www.happycow.net/reviews/chipotle-homestead-129167","1","Reviews of vegan-friendly restaurant Chipotle in Homestead, Florida, USA 'Very disappointed with the food we got. Have ordered Chipotle online from multiple places and never had this issue. Avoid Homestead chipotle but if you have no other'","No",""
"Mango Men","Homestead","Miami / Dade County","Vegan","Unknown","15300 SW 268th St, Homestead, Florida, USA, 33032","","https://leafletjs.com/","https://www.happycow.net/reviews/mango-men-homestead-358219","","Farmers% market Mango Men in Homestead, Florida, USA has not been reviewed yet. Consider sharing your experience with Happycow's vegan & vegetarian community by writing the first review!","No",""
"Green Papaya","Hialeah","Miami / Dade County","Vegan","Closed","16893 NW 67th Ave (at Palm Plaza), Hialeah, Florida, USA, 33015","+1-786-615-2045","https://greenpapayafla.com/","https://www.happycow.net/reviews/green-papaya-hialeah-333521","","Vegan-friendly restaurant Green Papaya in Hialeah, Florida, USA has not been reviewed yet. Consider sharing your experience with Happycow's vegan & vegetarian community by writing the first review!","No",""
"Chipotle","Miami Lakes","Miami / Dade County","Vegan","Open","8000 NW 154th St, Miami Lakes, Florida, USA, 33016","+1-305-818-7448","https://d1mvj2ulps5lli.cloudfront.net/venues/1024/20/43/chain20_43_1528698783.jpeg","https://www.happycow.net/reviews/chipotle-miami-lakes-129149","","Vegan-friendly restaurant Chipotle in Miami Lakes, Florida, USA has not been reviewed yet. Consider sharing your experience with Happycow's vegan & vegetarian community by writing the first review!","No",""
"Pei Wei Asian Diner","Miami Lakes","Miami / Dade County","Vegan","Closed","15519 NW 67th Ave, Miami Lakes, Florida, USA, 33014","+1-305-817-8320","http://www.peiwei.com/","https://www.happycow.net/reviews/pei-wei-asian-diner-miami-lakes-52222","3","Reviews of vegan-friendly restaurant Pei Wei Asian Diner in Miami Lakes, Florida, USA 'This place needs to be booted off your app. Theres absolutely NOTHING vegan or vegetarian here but edamame! No tofu, no beyond meat, not even any'","No",""
"Ceviches by Divino","Miami Springs","Miami / Dade County","Vegetarian","Closed","46 Curtiss Pkwy, Miami Springs, Florida, USA, 33140","+1-305-763-8032","http://cevichesbydivino.com/","https://www.happycow.net/reviews/ceviches-by-divino-miami-springs-193188","3","Reviews of vegan-friendly restaurant Ceviches by Divino  in Miami Springs, Florida, USA 'Charming little restaurant with sidewalk seating and Peruvian-East Asian fusion cuisine. Their ceviche vegetariano is interesting, imaginative,'","No",""
"EarthSave Florida","Miami Springs","Miami / Dade County","Vegan","Unknown","12973 SW 112 St 267, Miami Springs, Florida, USA, 33186","+1-786-708-1028","https://earthsavemiami.org/","https://www.happycow.net/reviews/earthsave-florida-miami-springs-22592","1","Reviews of vegan-friendly organization EarthSave Florida in Miami Springs, Florida, USA 'When in Miami this is the place to see, it has everything that you would need to know about Veganism. '","No",""
"CRAFT Key Biscayne","Key Biscayne","Miami / Dade County","Vegan","Open","260, Crandon Boulevard, Key Biscayne, Florida, USA, 33149","+1-786-721-8329","https://order.online/store/craft-key-biscayne-key-biscayne-27618689/?hideModal=true&pickup=true&rwg_token=AJKvS9XTif8b9e0Zutw8E_na59wGUNe6LUz3wb49QblDZlHr24xdvJyi5kEwKsHylQ6MMrZZPQ31Z-IHIjZMkY-6V-P78h82BQ==&utm_source=gfo","https://www.happycow.net/reviews/craft-key-biscayne-429281","2","Reviews of vegan-friendly restaurant CRAFT Key Biscayne in Key Biscayne, Florida, USA 'Had only 2 vegan labelled items on the menu (fruit salad and a starter with cauliflower). I asked for the falafel sandwich made vegan by skipping the'","No",""
"The Empanada's","Key Biscayne","Miami / Dade County","Vegan","Closed","180 Crandon Blvd, Key Biscayne, Florida, USA, 33149","+1-305-699-0663","https://www.theempanadas.com/","https://www.happycow.net/reviews/the-empanadas-key-biscayne-276755","3","Reviews of vegan-friendly restaurant The Empanada's in Key Biscayne, Florida, USA","No",""
"Chipotle","Cutler Bay","Miami / Dade County","Vegan","Open","19151 S Dixie Hwy Unit 25, Cutler Bay, Florida, USA, 33157","+1-786-231-5120","https://d1mvj2ulps5lli.cloudfront.net/venues/1024/20/43/chain20_43_1528698783.jpeg","https://www.happycow.net/reviews/chipotle-cutler-bay-129166","","Vegan-friendly restaurant Chipotle in Cutler Bay, Florida, USA has not been reviewed yet. Consider sharing your experience with Happycow's vegan & vegetarian community by writing the first review!","No",""
"Taco Rico","Cutler Bay","Miami / Dade County","Vegetarian","Closed","18683 S Dixie Hwy, Cutler Bay, Florida, USA, 33157","+1-786-478-6215","https://tacoricotmc.com/","https://www.happycow.net/reviews/taco-rico-cutler-bay-368136","1","Reviews of vegan-friendly restaurant Taco Rico in Cutler Bay, Florida, USA","No",""
"Sushi Bay","Palmetto Bay","Miami / Dade County","Vegan","Closed","9837 SW 184th St, Palmetto Bay, Florida, USA, 33157","+1-305-964-5823","http://www.sushibaymiami.com/","https://www.happycow.net/reviews/sushi-bay-palmetto-bay-427897","","Vegan-friendly restaurant Sushi Bay in Palmetto Bay, Florida, USA has not been reviewed yet. Consider sharing your experience with Happycow's vegan & vegetarian community by writing the first review!","No",""
"Angry Booch","Palmetto Bay","Miami / Dade County","Vegan","Closed","16936 S Dixie Hwy, Palmetto Bay, Florida, USA, 33157","+1-305-814-9317","http://www.angrybooch.com/","https://www.happycow.net/reviews/angry-booch-palmetto-bay-174954","2","Reviews of vegan-friendly Angry Booch in Palmetto Bay, Florida, USA 'This is the best kraut I’ve ever had! I buy 32 oz jars at a time! The super kraut is my favorite so far!'","No",""
"Chipotle","Pinecrest","Miami / Dade County","Vegan","Open","12227 S Dixie Hwy, Pinecrest, Florida, USA, 33156","+1-786-231-5106","https://d1mvj2ulps5lli.cloudfront.net/venues/1024/20/43/chain20_43_1528698783.jpeg","https://www.happycow.net/reviews/chipotle-pinecrest-129163","","Vegan-friendly restaurant Chipotle in Pinecrest, Florida, USA has not been reviewed yet. Consider sharing your experience with Happycow's vegan & vegetarian community by writing the first review!","No",""
"Roasters 'N Toasters","Pinecrest","Miami / Dade County","Vegan","Closed","12729 S Dixie Hwy (at Pinecrest Town Center), Pinecrest, Florida, USA, 33156","+1-305-233-2377","https://www.ubereats.com/store/roasters-n-toasters-the-falls/r4HaDJWETDajoHdj1VrGtw?utm_campaign=place-action-link&utm_medium=organic&utm_source=google","https://www.happycow.net/reviews/roasters-n-toasters-pinecrest-374772","2","Reviews of vegan-friendly restaurant Roasters 'N Toasters - The Falls in Pinecrest, Florida, USA 'I was “accommodated” I guess. They didn’t know know to ring in avocado toast without egg so I literally got a piece of toast and they'","No",""
"Taco Rico","Pinecrest","Miami / Dade County","Vegan-Friendly","Open","12275 S Dixie Hwy (at SW 121st St), Pinecrest, Florida, USA, 33156","+1-786-573-4940","http://www.tacoricotmc.com/","https://www.happycow.net/reviews/taco-rico-pinecrest-87698","2","Reviews of vegan-friendly restaurant Taco Rico in Pinecrest, Florida, USA","No",""
"Azucar","Pinecrest","Miami / Dade County","Vegan","Closed","11429 S Dixie Hwy, Pinecrest, Florida, USA, 33156","+1-786-250-3107","https://www.azucaricecream.com/location/azucar-south/","https://www.happycow.net/reviews/azucar-pinecrest-439914","1","Reviews of dairy-free ice cream or gelato Azucar in Pinecrest, Florida, USA 'Joined a friend to get ice cream and got to try this spot! This place has vegan fruit flavors including of mango, coconut, & passion fruit. I had a taste of the'","No",""
"Chill","Pinecrest","Miami / Dade County","Vegan","Open","8271 SW 124th St (at Village Plaza), Pinecrest, Florida, USA, 33156","+1-786-732-6988","https://www.ubereats.com/store/chill-n-nitrogen-ice-cream-pinecrest/WukhSJZiTF20o9xcHSgAxA","https://www.happycow.net/reviews/chill-n-ice-cream-pinecrest-494057","","Dairy-free ice cream or gelato Chill-N Ice Cream - Pinecrest in Pinecrest, Florida, USA has not been reviewed yet. Consider sharing your experience with Happycow's vegan & vegetarian community by writing the first review!","Yes","Chill'n"
