"Name","City","County","Veg Type","HappyCow Status","HappyCow Address","HappyCow Phone","HappyCow Website","HappyCow URL","Review Count","Place ID","Verified Address","Lat","Lng","Google Status","Google Website","Google Name"
"Essensia Restaurant & Lounge","Miami Beach","Miami / Dade County","Vegan","Open","3025 Collins Ave (at The Palms Hotel & Spa), Miami Beach, Florida, USA, 33140","+1-305-908-5458","https://www.essensiarestaurant.com/","https://www.happycow.net/reviews/essensia-restaurant-and-lounge-miami-beach-95554","5","ChIJVw6uxWaz2YgRi-aPdP6g20A","3025 Collins Ave, Miami Beach, FL 33140, USA","25.8061123","-80.1238844","OPERATIONAL","http://www.essensiarestaurant.com/","Essensia Restaurant at The Palms Hotel & Spa"
"Gogo Fresh","Miami Beach","Miami / Dade County","Vegan","Open","926 Alton Rd, Miami Beach, Florida, USA, 33139","+1-305-673-3137","https://www.ubereats.com/store/gogo-fresh-sobe/g1iVPFulQYy6z6M15Maxug?utm_campaign=place-action-link&utm_medium=organic&utm_source=google","https://www.happycow.net/reviews/gogo-fresh-miami-beach-399051","1","ChIJlfpq9oq02YgRk_vHNJpmWl8","926 Alton Rd, Miami Beach, FL 33139, USA","25.7797829","-80.1412297","OPERATIONAL","https://www.gogofreshfood.com/?utm_source=google&utm_medium=maps&utm_campaign=google_maps","GOGO FRESH SOBE"
"Moreno's Cuba","Miami Beach","Miami / Dade County","Vegan","Open","1850 Collins Ave, Miami Beach, Florida, USA, 33139","+1-305-497-2341","https://www.morenoscuba.com/","https://www.happycow.net/reviews/morenos-cuba-miami-beach-281199","9","ChIJ5Sdnw5y02YgRhNJgerwgi2o","1850 Collins Ave, Miami Beach, FL 33139, USA","25.7948384","-80.1296046","OPERATIONAL","https://www.morenoscuba.com/","Moreno's Cuba"
"Ocean Bistro at Cavalier","Miami Beach","Miami / Dade County","Vegan","Open","1320 Ocean Dr (at Collins Ave), Miami Beach, Florida, USA, 33139","+1-305-673-1199","http://www.cavaliersouthbeach.com/dining","https://www.happycow.net/reviews/ocean-bistro-at-cavalier-miami-beach-371323","10","ChIJ2cFWYja12YgRozchXaXxUE4","1320 Ocean Dr, Miami Beach, FL 33139, USA","25.784379299999998","-80.1301878","OPERATIONAL","https://www.oceanbistromiami.com/","Ocean Bistro"
"Piola","Miami Beach","Miami / Dade County","Vegan","Open","4000 Collins Ave, Miami Beach, Florida, USA, 33140","+1-786-453-2132","http://www.piola.it/local-miami-beach/cities/display","https://www.happycow.net/reviews/piola-miami-beach-155646","19","ChIJiXUQDhez2YgRKSr6OKwsJPI","4000 Collins Ave Ste B, Miami Beach, FL 33140, USA","25.8125745","-80.1232417","OPERATIONAL","https://piolausa.com/locations-miami-mid-beach-fl/","Piola Italian Restaurant Miami Beach"
"Pizza Rustica","Miami Beach","Miami / Dade County","Vegan","Open","863 Washington Ave, Miami Beach, Florida, USA, 33139","+1-305-674-8244","http://www.pizza-rustica.com/","https://www.happycow.net/reviews/pizza-rustica-miami-beach-262416","13","ChIJ5Xezn4202YgRcx9NTyuGQPo","863 Washington Ave, Miami Beach, FL 33139, USA","25.779434799999997","-80.13292179999999","OPERATIONAL","https://www.orderpizzarusticasouthbeach.com/?utm_source=gbp","Pizza Rustica South Beach"
"Poke OG","Miami Beach","Miami / Dade County","Vegan","Open","955 Alton Rd (at Alton Food Hall), Miami Beach, Florida, USA, 33139","+1-239-980-2912","https://pokeog.com/","https://www.happycow.net/reviews/poke-og-miami-beach-352927","","ChIJ-ztHaOi32YgRZfhHZYUOD2Y","161 SE 1st St, Miami, FL 33131, USA","25.7737929","-80.19061049999999","OPERATIONAL","https://pokeog.com/","Poke OG Downtown"
"Strawberry Moon","Miami Beach","Miami / Dade County","Vegan","Open","601 Washington Ave (at The Goodtime Hotel), Miami Beach, Florida, USA, 33139","+1-786-745-8050","http://strawberrymoonmiami.com/","https://www.happycow.net/reviews/strawberry-moon-miami-beach-264356","6","ChIJ2_CkYza12YgRPyVgpMJzhvQ","601 Washington Ave, Miami Beach, FL 33139, USA","25.7756488","-80.13363369999999","OPERATIONAL","https://strawberrymoonpoolparty.com/","Strawberry Moon Pool Party"
"The Tavern at Oceanside Hotel","Miami Beach","Miami / Dade County","Vegan","Open","6084 Collins Ave, Miami Beach, Florida, USA, 33140","+1-305-763-8125","https://www.ubereats.com/store/the-tavern-6084-collins-ave/gSiGjXIDWP-FYyDjccktIw?utm_campaign=place-action-link&utm_medium=organic&utm_source=google","https://www.happycow.net/reviews/the-tavern-at-oceanside-hotel-miami-beach-398996","","ChIJB3VU8x-z2YgRtXgysZQkCvo","6084 Collins Ave, Miami Beach, FL 33140, USA","25.84433","-80.120966","OPERATIONAL","https://oceansidehotelmiamibeach.com/thetavern/","The Tavern at Oceanside Hotel - American Restaurant in Miami Beach"
"TucuTanos","Miami Beach","Miami / Dade County","Vegan","Open","955 Alton Rd (at Alton Food Hall), Miami Beach, Florida, USA, 33139","+1-786-281-8636","https://leafletjs.com/","https://www.happycow.net/reviews/tucutanos-miami-beach-352930","","","","","","","",""
"OMAKAI","Doral","Miami / Dade County","Vegan","Open","5675 NW 87th Ave, No 106, Doral, Florida, USA, 33178","+1-786-949-6200","https://omakai.com/","https://www.happycow.net/reviews/omakai-doral-456276","8","ChIJb8vOxP672YgRRiTUr2LVihE","5675 NW 87th Ave #106, Doral, FL 33178, USA","25.8254468","-80.33743360000001","OPERATIONAL","https://omakai.com/","OMAKAI sushi"
"Kava Garden","Miami Beach","Miami / Dade County","Vegan","Open","100 Collins Avenue, Miami Beach, Florida, USA, 33139","+1-305-619-7697","https://www.kavagarden.com/","https://www.happycow.net/reviews/kava-garden-miami-beach-478888","1","ChIJjYa9Gui12YgRdgmnznd-1Eo","100 Collins Ave # Cu-4, Miami Beach, FL 33139, USA","25.7701127","-80.134288","OPERATIONAL","http://www.kavagarden.com/","Kava Garden South of Fifth"
"The Baked Bear","Miami Beach","Miami / Dade County","Vegan","Open","909 Washington Ave, Miami Beach, Florida, USA, 33139","","https://www.thebakedbear.com/miami","https://www.happycow.net/reviews/the-baked-bear-miami-beach-346741","18","ChIJa-EnGka12YgRQ_CmGGGysCQ","909 Washington Ave, Miami Beach, FL 33139, USA","25.779904799999997","-80.1328441","OPERATIONAL","https://www.thebakedbear.com/miami/","The Baked Bear"
"Anthony's Coal Fired Pizza","Doral","Miami / Dade County","Vegan","Open","2801 Northwest 87th Ave, Doral, Florida, USA, 33172","+1-305-718-8499","https://acfp.com/location/doral","https://www.happycow.net/reviews/anthonys-coal-fired-pizza-doral-270478","1","ChIJtcAcRG-52YgRtzYcljrknXc","2801 NW 87th Ave, Doral, FL 33172, USA","25.8004937","-80.3366279","OPERATIONAL","https://acfp.com/locations/doral","Anthony's Coal Fired Pizza & Wings"
"Shoma Bazaar","Doral","Miami / Dade County","Vegan","Open","9420 Northwest 41st Street, Doral, Florida, USA, 33178","+1-786-410-4700","https://shomabazaar.com/","https://www.happycow.net/reviews/shoma-bazaar-doral-474324","1","ChIJ5_Y9GBG52YgRQEL5rtPzpvs","9420 NW 41st St, Doral, FL 33178, USA","25.811356099999998","-80.3504585","OPERATIONAL","https://cityfoodhalldoralgroup.com/","City Food Hall Doral (formerly Shoma Bazaar)"
"La Cruzada Restaurant","Homestead","Miami / Dade County","Vegan","Open","331 Park Pl, Homestead, Florida, USA, 33030","+1-305-242-6240","https://leafletjs.com/","https://www.happycow.net/reviews/la-cruzada-restaurant-homestead-383792","2","ChIJwf3g5Wrn2YgRT1bbUQjjtx4","331 Park Pl, Homestead, FL 33030, USA","25.4734236","-80.4754523","OPERATIONAL","","La Cruzada Restaurant"
"CRAFT Key Biscayne","Key Biscayne","Miami / Dade County","Vegan","Open","260, Crandon Boulevard, Key Biscayne, Florida, USA, 33149","+1-786-721-8329","https://order.online/store/craft-key-biscayne-key-biscayne-27618689/?hideModal=true&pickup=true&rwg_token=AJKvS9XTif8b9e0Zutw8E_na59wGUNe6LUz3wb49QblDZlHr24xdvJyi5kEwKsHylQ6MMrZZPQ31Z-IHIjZMkY-6V-P78h82BQ==&utm_source=gfo","https://www.happycow.net/reviews/craft-key-biscayne-429281","2","ChIJXX2QOuPL2YgRbmbQCWrKzPc","260 Crandon Blvd Suite 14, Key Biscayne, FL 33149, USA","25.696122100000004","-80.164003","OPERATIONAL","https://www.craftmiami.us/","CRAFT Key Biscayne"
"17 Street Thai Sushi","Fort Lauderdale","Broward County","Vegan","Open","1515 SE 17th St, Fort Lauderdale, Florida, USA, 33316","+1-954-994-1717","http://www.17thaisushi.com/","https://www.happycow.net/reviews/17-street-thai-sushi-fort-lauderdale-121278","7","ChIJ3_YRhWkA2YgROVfLjJd4l9c","1515 SE 17th St #100, Fort Lauderdale, FL 33316, USA","26.100857400000002","-80.126571","OPERATIONAL","","17th Street Thai Sushi"
"The Hollywood Donut Factory","Fort Lauderdale","Broward County","Vegan","Open","610 E Las Olas Blvd, Fort Lauderdale, Florida, USA, 33301","+1-954-530-1370","https://www.thehollywooddonutfactory.com/","https://www.happycow.net/reviews/the-hollywood-donut-factory-fort-lauderdale-420083","10","ChIJFRTU0jAB2YgRe9ci8fkKNXU","610 E Las Olas Blvd, Fort Lauderdale, FL 33301, USA","26.1190736","-80.1367526","OPERATIONAL","http://www.thehollywooddonutfactory.com/","The Hollywood Donut Factory"
"Tiki Tide Kava Bar","Fort Lauderdale","Broward County","Vegan","Open","3418 Griffin Rd, Fort Lauderdale, Florida, USA, 33312","+1-954-465-0742","https://www.tikitidekava.com/","https://www.happycow.net/reviews/tiki-tide-kava-bar-fort-lauderdale-166184","","ChIJwTIjIfWp2YgRNXC7-E-XNcI","3418 Griffin Rd, Fort Lauderdale, FL 33312, USA","26.0619929","-80.19004559999999","OPERATIONAL","http://tikitidelounge.com/","Tiki Tide Kava"
"Yo Mama's Ice Cream","Fort Lauderdale","Broward County","Vegan","Open","901 Sunrise Ln, Fort Lauderdale, Florida, USA, 33304","+1-954-567-6002","http://yomamasicecream.com/","https://www.happycow.net/reviews/yo-mamas-ice-cream-fort-lauderdale-269840","5","ChIJj5Opq9AB2YgRsNRGsLwrdwY","901 Sunrise Ln, Fort Lauderdale, FL 33304, USA","26.1369472","-80.10388329999999","OPERATIONAL","http://www.yomamasicecream.com/","Yo Mama's Ice Cream-We Make Our Own Ice Cream!"
"Bandoleros Taquiera","Fort Lauderdale","Broward County","Vegan","Open","208 SW 2nd St, Fort Lauderdale, Florida, USA, 33301","+1-786-913-9307","https://www.bandolerostaqueria.com/","https://www.happycow.net/reviews/bandoleros-taquiera-fort-lauderdale-334334","3","ChIJW4FRHKYB2YgRysqiUseo0-A","208 SW 2nd St, Fort Lauderdale, FL 33301, USA","26.1202144","-80.1459882","OPERATIONAL","http://www.bandolerostaqueria.com/","Bandoleros Tacos & Tequila Bar - Fort Lauderdale"
"Bangkok Bistro","Fort Lauderdale","Broward County","Vegan","Open","1527 N Federal Hwy, Fort Lauderdale, Florida, USA, 33304","+1-954-908-5865","http://www.bangkokbistrofl.com/","https://www.happycow.net/reviews/bangkok-bistro-fort-lauderdale-264264","1","ChIJI8Jsb48B2YgRf2UZ4BpC9DA","1527 N Federal Hwy, Fort Lauderdale, FL 33304, USA","26.1472256","-80.1206177","OPERATIONAL","http://www.bangkokbistrofl.com/","Bangkok Bistro Thai & Sushi"
"Cafe Ibiza","Fort Lauderdale","Broward County","Vegan","Open","213 S Fort Lauderdale Beach Blvd, Fort Lauderdale, Florida, USA, 33316","+1-954-559-0222","https://www.cafeibizaflb.com/","https://www.happycow.net/reviews/cafe-ibiza-fort-lauderdale-326719","6","ChIJWWn0ECwA2YgRKhpw1cZRSyo","213 S Fort Lauderdale Beach Blvd, Fort Lauderdale, FL 33316, USA","26.120516799999997","-80.1046623","OPERATIONAL","http://www.cafeibizaflb.com/","Cafe Ibiza"
"Cafe Italia","Fort Lauderdale","Broward County","Vegan","Open","3471 N Federal Hwy , Fort Lauderdale, Florida, USA, 33308","+1-954-561-3900","http://www.cafeitaliaristorante.com/","https://www.happycow.net/reviews/cafe-italia-fort-lauderdale-125672","2","ChIJkSM9JfUB2YgRGRFkrpDBSWQ","3471 N Federal Hwy, Fort Lauderdale, FL 33306, USA","26.1710439","-80.1196327","CLOSED_TEMPORARILY","https://x.com/cafeitaliaFL","Cafe Italia"
"Luigis","Fort Lauderdale","Broward County","Vegan","Open","1415 E Las Olas Blvd, Fort Lauderdale, Florida, USA","+1-954-522-8888","https://luigiscoalovenpizza.com/","https://www.happycow.net/reviews/luigis-fort-lauderdale-341662","","ChIJQVTB9U4A2YgRJlIxxgRfZuM","1415 E Las Olas Blvd, Fort Lauderdale, FL 33301, USA","26.1196684","-80.1288732","OPERATIONAL","https://luigiscoalovenpizza.com/?utm_source=google","Luigi's Coal Oven Pizza"
"Gioiaeat","Hollywood","Broward County","Vegan","Open","1817 N Young Cir, Hollywood, Florida, USA, 33020","+1-954-929-7575","https://gioiaeat.com/","https://www.happycow.net/reviews/gioiaeat-hollywood-307637","1","ChIJf-BFoIGr2YgRPKTIExwmIAU","701 N Federal Hwy Ste 112, Hallandale Beach, FL 33009, USA","25.993597599999998","-80.1428477","OPERATIONAL","https://gioiaitaly.com/","Gioia Italy - Italian Restaurant"
"GoBistro","Hollywood","Broward County","Vegan","Open","2035 Hollywood Blvd, Hollywood, Florida, USA, 33020","+1-754-263-2826","http://www.eatgobistro.com/","https://www.happycow.net/reviews/gobistro-hollywood-213954","5","ChIJ7WfMqpir2YgRlt5AoaSX0BM","2035 Hollywood Blvd, Hollywood, FL 33020, USA","26.0116782","-80.1484541","OPERATIONAL","https://eatgobistro.com/?utm_source=google","GoBistro"
"Mamacitas Latin Bar & Grill","Hollywood","Broward County","Vegan","Open","591 N Broadwalk, Hollywood, Florida, USA, 33019","+1-954-921-7988","https://www.mamacitagrill.com/","https://www.happycow.net/reviews/mamacitas-latin-bar-and-grill-hollywood-386187","1","ChIJFx7THDyr2YgREtcEprpt41U","591 N Broadwalk, Hollywood, FL 33019, USA","26.0153789","-80.1156306","OPERATIONAL","http://www.mamacitagrill.com/","Mamacitas Latin Bar & Grill"
"Mickey Byrne's Irish Pub","Hollywood","Broward County","Vegan","Open","1921 Hollywood Blvd, Hollywood, Florida, USA, 33020","+1-954-921-2317","https://www.mickeybyrnes.com/","https://www.happycow.net/reviews/mickey-byrnes-irish-pub-hollywood-276236","1","ChIJP7a11aGr2YgRFjYb1xRdHE8","1921 Hollywood Blvd, Hollywood, FL 33020, USA","26.011699","-80.1458431","OPERATIONAL","https://www.mickeybyrnes.com/","Mickey Byrne's Irish Pub & Restaurant"
"GUD GIRL GONE BAD Caribbean Restaurant & Lounge","Lauderhill","Broward County","Vegan","Open","1851 NW 38th Ave (at 19th St), Lauderhill, Florida, USA, 33311","+1-754-223-4464","https://gudgirlgonebad.com/vegan-menu","https://www.happycow.net/reviews/gud-girl-gone-bad-caribbean-restaurant-and-lounge-lauderhill-425633","3","ChIJP0vvmZcH2YgRcsTeVEcEJFU","1851 NW 38th Ave, Lauderhill, FL 33311, USA","26.149607699999997","-80.200283","OPERATIONAL","https://www.gudgirlgonebad.com/","GUD GIRL GONE BAD CARIBBEAN RESTAURANT & LOUNGE"
"One Lebanese","Sunrise","Broward County","Vegan","Open","1396 SW 160th Ave (at Indian Trace Shopping Center), Sunrise, Florida, USA, 33326","+1-954-870-6986","https://www.onelebanese.com/","https://www.happycow.net/reviews/one-lebanese-sunrise-330429","12","ChIJrcpZAWwJ2YgRggjvq0d_WWA","One Lebanese Cusine, 1396 SW 160th Ave, Sunrise, FL 33326, USA","26.1030189","-80.36138969999999","OPERATIONAL","https://www.onelebanese.com/","One Lebanese"
"Sushi Song Gaysha","Wilton Manors","Broward County","Vegan","Open","2223 Wilton Dr, Wilton Manors, Florida, USA, 33334","+1-954-530-0153","https://sushisong.com/gaysha-wilton-manors/","https://www.happycow.net/reviews/sushi-song-gaysha-wilton-manors-165300","","ChIJCyZVu54B2YgRMzG9pivbHp8","2223 Wilton Dr, Wilton Manors, FL 33334, USA","26.156607599999997","-80.13831689999999","OPERATIONAL","https://sushisong.com/gaysha-wilton-manors/","Sushi Song - Gaysha Wilton Manors"
"Hippocrates Health Institute","West Palm Beach","Palm Beach County","Vegan","Open","1466 Hippocrates Wy, West Palm Beach, Florida, USA, 33411","+1-561-471-8876","http://hippocratesinst.org/","https://www.happycow.net/reviews/hippocrates-institute-west-palm-beach-13799","57","ChIJyVJ12hsp2YgRwpSR1if7hJE","1466 Hippocrates Way, West Palm Beach, FL 33411, USA","26.6986599","-80.1586829","OPERATIONAL","https://hippocrateswellness.org/","Hippocrates Wellness"
"Agora Mediterranean Kitchen","West Palm Beach","Palm Beach County","Vegan","Open","2505 N Dixie Hwy, West Palm Beach, Florida, USA, 33407","+1-561-651-7474","http://www.agorakitchenwpb.com/","https://www.happycow.net/reviews/agora-mediterranean-kitchen-west-palm-beach-27218","11","ChIJpwbwsSzU2IgRmtSSXsOs8SM","2505 N Dixie Hwy, West Palm Beach, FL 33407, USA","26.7358628","-80.0529705","OPERATIONAL","https://www.agorakitchenwpb.com/","Agora Mediterranean Kitchen"
"Spruzzo","West Palm Beach","Palm Beach County","Vegan","Open","251 N Narcissus Ave, 8th Fl, West Palm Beach, Florida, USA, 33401","+1-561-461-0050","https://www.spruzzowestpalm.com/","https://www.happycow.net/reviews/spruzzo-west-palm-beach-442303","1","ChIJ-82lKiPX2IgRY_DBRHcmcwo","251 N Narcissus Ave, West Palm Beach, FL 33401, USA","26.714815899999998","-80.0508291","OPERATIONAL","https://www.spruzzowestpalm.com/?utm_source=google-gbp&utm_medium=organic&utm_campaign=gbp","Spruzzo"
"Howley's","West Palm Beach","Palm Beach County","Vegan","Open","4700 South Dixie Highway, West Palm Beach, Florida, USA, 33405","+1-561-833-5691","http://www.howleyswpb.com/","https://www.happycow.net/reviews/howleys-west-palm-beach-201621","3","ChIJz8iS56fX2IgR0Imaw6A1vV8","4700 S Dixie Hwy, West Palm Beach, FL 33405, USA","26.670384","-80.0548537","OPERATIONAL","http://sub-culture.org/howleys/","Howley's Restaurant"
"Lulu's","Delray Beach","Palm Beach County","Vegan","Open","189 NE Second Ave, Delray Beach, Florida, USA, 33483","+1-561-453-2628","https://lulusdelray.com/","https://www.happycow.net/reviews/lulus-delray-beach-276315","3","ChIJFwHLUSHf2IgRJHYtMXeujZw","189 NE 2nd Ave, Delray Beach, FL 33444, USA","26.4650575","-80.0709321","OPERATIONAL","http://www.lulusdelray.com/","Lulu's Café & Cocktails"
"Zen Clarity Kava Bar","Delray Beach","Palm Beach County","Vegan","Open","2725 N Federal Hwy, Delray Beach, Florida, USA, 33483","+1-561-359-3414","https://zen-clarity.com/","https://www.happycow.net/reviews/zen-clarity-kava-bar-delray-beach-421732","5","ChIJDxotXaHf2IgRic0GWeq9DE8","2725 N Federal Hwy, Delray Beach, FL 33483, USA","26.4905325","-80.0633359","OPERATIONAL","https://www.zen-clarity.com/","Zen Clarity Kava lounge."
